#{"t_start": 1684148938.808727, "env_id": "FoRLCartPole-v0"}
r,l,t
30.0,30,49.912361
55.0,55,50.038674
53.0,53,50.164265
56.0,56,50.293134
45.0,45,50.393219
150.0,150,50.721335
57.0,57,50.849179
62.0,62,50.997566
47.0,47,51.099006
114.0,114,51.361974
37.0,37,51.454881
57.0,57,51.575835
43.0,43,51.689329
79.0,79,51.864042
43.0,43,51.962033
83.0,83,52.14678
98.0,98,52.357354
50.0,50,52.537736
60.0,60,52.683542
73.0,73,52.865723
48.0,48,52.975161
65.0,65,53.122742
106.0,106,53.367728
103.0,103,53.614017
149.0,149,54.020101
200.0,200,55.032602
95.0,95,55.250756
129.0,129,55.540134
140.0,140,55.845255
200.0,200,56.313195
200.0,200,56.767676
200.0,200,57.204587
200.0,200,57.650531
200.0,200,58.102483
200.0,200,58.615425
200.0,200,59.059965
200.0,200,59.511162
200.0,200,59.958405
200.0,200,60.412825
200.0,200,60.98161
200.0,200,61.477376
200.0,200,61.94448
200.0,200,63.020636
200.0,200,63.460243
200.0,200,63.909803
200.0,200,64.343219
200.0,200,64.797737
200.0,200,65.258756
200.0,200,65.7226
200.0,200,66.178222
200.0,200,66.616339
200.0,200,67.063868
200.0,200,67.522861
200.0,200,68.035542
200.0,200,68.491611
200.0,200,68.937261
200.0,200,69.384813
200.0,200,70.517659
200.0,200,70.967483
200.0,200,71.40845
200.0,200,71.85982
200.0,200,72.316062
200.0,200,72.781533
200.0,200,73.224411
200.0,200,73.665228
200.0,200,74.099826
200.0,200,74.570675
200.0,200,75.029598
200.0,200,75.486287
200.0,200,75.949549
200.0,200,76.39139
200.0,200,76.851684
200.0,200,77.295721
200.0,200,78.374636
200.0,200,78.805471
200.0,200,79.301641
200.0,200,79.789601
200.0,200,80.244506
200.0,200,80.704398
200.0,200,81.149062
200.0,200,81.599296
200.0,200,82.060432
200.0,200,82.494183
200.0,200,82.957684
200.0,200,83.415361
200.0,200,83.886867
200.0,200,84.337178
200.0,200,84.801775
200.0,200,85.88832
200.0,200,86.378834
200.0,200,86.855037
200.0,200,87.309205
200.0,200,87.753911
200.0,200,88.200056
200.0,200,88.699567
200.0,200,89.147355
200.0,200,89.63756
200.0,200,90.083549
200.0,200,90.534889
200.0,200,91.012532
200.0,200,91.481786
200.0,200,91.946317
200.0,200,92.408738
200.0,200,92.854417
200.0,200,93.966818
200.0,200,94.423119
200.0,200,94.88361
200.0,200,95.33706
200.0,200,95.825302
200.0,200,96.303371
200.0,200,96.763641
200.0,200,97.314399
200.0,200,97.955074
200.0,200,98.526198
200.0,200,99.01303
200.0,200,99.47315
200.0,200,99.938676
200.0,200,100.449439
200.0,200,100.925156
200.0,200,101.385266
200.0,200,102.55081
200.0,200,103.031547
200.0,200,103.492496
200.0,200,103.942674
200.0,200,104.385658
200.0,200,104.85449
200.0,200,105.317832
200.0,200,105.785499
200.0,200,106.228275
200.0,200,106.709297
200.0,200,107.18217
200.0,200,107.657559
200.0,200,108.113424
200.0,200,108.548127
200.0,200,109.00886
200.0,200,110.136213
200.0,200,110.610324
200.0,200,111.058455
200.0,200,111.499014
200.0,200,111.987288
200.0,200,112.59896
200.0,200,113.279068
200.0,200,113.967062
200.0,200,114.506912
200.0,200,114.990794
200.0,200,115.457368
200.0,200,115.906367
200.0,200,116.409717
200.0,200,116.886116
200.0,200,117.344601
200.0,200,117.811499
200.0,200,118.946715
200.0,200,119.410085
200.0,200,119.861046
200.0,200,120.299685
200.0,200,120.756373
200.0,200,121.264132
200.0,200,121.783245
200.0,200,122.254961
200.0,200,122.725882
200.0,200,123.182268
200.0,200,123.630353
200.0,200,124.085949
200.0,200,124.542436
200.0,200,124.983788
200.0,200,125.439295
200.0,200,125.90887
200.0,200,127.047169
200.0,200,127.491109
200.0,200,128.007798
200.0,200,128.484213
200.0,200,128.926724
200.0,200,129.360793
200.0,200,129.819382
200.0,200,130.280669
200.0,200,130.737798
200.0,200,131.169615
200.0,200,131.612996
200.0,200,132.062634
200.0,200,132.52219
200.0,200,132.979306
200.0,200,133.425377
200.0,200,134.527409
200.0,200,135.004771
200.0,200,135.455381
200.0,200,135.907153
200.0,200,136.34341
200.0,200,136.794999
200.0,200,137.251864
200.0,200,137.738053
200.0,200,138.215023
200.0,200,138.667662
200.0,200,139.109323
200.0,200,139.57316
200.0,200,140.029149
200.0,200,140.47662
200.0,200,140.926594
200.0,200,141.368302
200.0,200,142.482446
200.0,200,142.924966
200.0,200,143.374168
200.0,200,143.823395
200.0,200,144.313667
200.0,200,144.779601
200.0,200,145.220574
200.0,200,145.676647
200.0,200,146.124863
200.0,200,146.579106
200.0,200,147.033599
200.0,200,147.471996
200.0,200,147.916594
200.0,200,148.359875
200.0,200,148.825226
200.0,200,149.915658
200.0,200,150.382935
200.0,200,150.841986
200.0,200,151.299198
200.0,200,151.738657
200.0,200,152.182284
200.0,200,152.616706
200.0,200,153.068721
200.0,200,153.568637
200.0,200,154.170896
200.0,200,154.715763
200.0,200,155.178367
200.0,200,155.688822
200.0,200,156.161325
200.0,200,156.613947
200.0,200,157.069577
