#{"t_start": 1684148938.818821, "env_id": "FoRLCartPole-v0"}
r,l,t
87.0,87,47.93529
68.0,68,48.10495
77.0,77,48.271763
72.0,72,48.432792
39.0,39,48.518231
24.0,24,48.564872
59.0,59,48.694181
69.0,69,48.847639
31.0,31,48.926772
44.0,44,49.030047
33.0,33,49.108585
33.0,33,49.177518
28.0,28,49.245507
24.0,24,49.299031
26.0,26,49.35848
27.0,27,49.419956
21.0,21,49.465244
16.0,16,49.504906
28.0,28,49.566926
46.0,46,49.67747
39.0,39,49.771832
46.0,46,49.873977
29.0,29,49.939798
76.0,76,50.105781
58.0,58,50.245964
31.0,31,50.312669
63.0,63,50.455026
64.0,64,50.595121
89.0,89,50.792443
64.0,64,50.938859
55.0,55,51.063514
76.0,76,51.234334
61.0,61,51.390797
92.0,92,51.593256
116.0,116,51.863615
82.0,82,52.049922
57.0,57,52.169479
80.0,80,52.345418
72.0,72,52.578646
54.0,54,52.708565
47.0,47,52.8275
46.0,46,52.936491
84.0,84,53.127314
50.0,50,53.244231
121.0,121,53.51302
94.0,94,53.77217
132.0,132,54.132635
178.0,178,55.079361
164.0,164,55.447007
134.0,134,55.742078
200.0,200,56.199395
200.0,200,56.656605
200.0,200,57.100117
200.0,200,57.544246
200.0,200,57.995849
200.0,200,58.504692
200.0,200,58.952899
200.0,200,59.399573
200.0,200,59.852287
200.0,200,60.300066
200.0,200,60.838703
200.0,200,61.359155
200.0,200,61.833105
200.0,200,62.920547
200.0,200,63.352693
200.0,200,63.804135
200.0,200,64.236045
200.0,200,64.688518
200.0,200,65.136
200.0,200,65.606356
200.0,200,66.071018
200.0,200,66.513488
200.0,200,66.954128
200.0,200,67.413397
200.0,200,67.923612
200.0,200,68.379418
200.0,200,68.826565
200.0,200,69.272714
200.0,200,70.402735
200.0,200,70.863495
200.0,200,71.298239
200.0,200,71.7497
200.0,200,72.204607
200.0,200,72.669401
200.0,200,73.11888
200.0,200,73.559059
200.0,200,73.994478
200.0,200,74.445387
200.0,200,74.919022
200.0,200,75.373945
200.0,200,75.838858
200.0,200,76.28693
200.0,200,76.725686
200.0,200,77.190655
200.0,200,78.267532
200.0,200,78.703347
200.0,200,79.186656
200.0,200,79.677792
200.0,200,80.134037
200.0,200,80.59431
200.0,200,81.040798
200.0,200,81.488092
200.0,200,81.955495
200.0,200,82.389554
200.0,200,82.847214
200.0,200,83.305305
200.0,200,83.769413
200.0,200,84.233786
200.0,200,84.687487
200.0,200,85.136592
200.0,200,86.268033
200.0,200,86.735779
200.0,200,87.200107
200.0,200,87.648281
200.0,200,88.092444
200.0,200,88.587464
200.0,200,89.047032
200.0,200,89.523785
200.0,200,89.97562
200.0,200,90.420668
200.0,200,90.900617
200.0,200,91.367877
200.0,200,91.835732
200.0,200,92.298463
200.0,200,92.74464
200.0,200,93.845962
200.0,200,94.312114
200.0,200,94.781178
200.0,200,95.229531
200.0,200,95.710522
200.0,200,96.192275
200.0,200,96.648641
200.0,200,97.18541
200.0,200,97.814882
200.0,200,98.403066
200.0,200,98.895917
200.0,200,99.363934
200.0,200,99.825061
200.0,200,100.335553
200.0,200,100.814345
200.0,200,101.263544
200.0,200,102.427154
200.0,200,102.919587
200.0,200,103.378611
200.0,200,103.83112
200.0,200,104.275726
200.0,200,104.73847
200.0,200,105.207631
200.0,200,105.674181
200.0,200,106.119565
200.0,200,106.580789
200.0,200,107.069368
200.0,200,107.545856
200.0,200,108.001999
200.0,200,108.443478
200.0,200,108.896013
200.0,200,109.364974
200.0,200,110.50323
200.0,200,110.954283
200.0,200,111.391184
200.0,200,111.863196
200.0,200,112.437502
200.0,200,113.118128
200.0,200,113.828574
200.0,200,114.375281
200.0,200,114.871775
200.0,200,115.348577
200.0,200,115.800534
200.0,200,116.295292
200.0,200,116.769743
200.0,200,117.237258
200.0,200,117.69596
200.0,200,118.826432
200.0,200,119.301003
200.0,200,119.752474
200.0,200,120.188962
200.0,200,120.647064
200.0,200,121.125369
200.0,200,121.665881
200.0,200,122.143194
200.0,200,122.606082
200.0,200,123.06459
200.0,200,123.525329
200.0,200,123.973321
200.0,200,124.432143
200.0,200,124.881583
200.0,200,125.325367
200.0,200,125.796445
200.0,200,126.935877
200.0,200,127.378528
200.0,200,127.882329
200.0,200,128.36667
200.0,200,128.825119
200.0,200,129.257303
200.0,200,129.710853
200.0,200,130.168451
200.0,200,130.631304
200.0,200,131.0688
200.0,200,131.5057
200.0,200,131.960692
200.0,200,132.412618
200.0,200,132.867924
200.0,200,133.319687
200.0,200,134.404176
200.0,200,134.895707
200.0,200,135.346045
200.0,200,135.802634
200.0,200,136.239643
200.0,200,136.683199
200.0,200,137.142837
200.0,200,137.617197
200.0,200,138.101653
200.0,200,138.558696
200.0,200,139.003344
200.0,200,139.463691
200.0,200,139.918543
200.0,200,140.366037
200.0,200,140.822019
200.0,200,141.257581
200.0,200,142.369544
200.0,200,142.821284
200.0,200,143.267125
200.0,200,143.712407
200.0,200,144.202598
200.0,200,144.666793
200.0,200,145.111639
200.0,200,145.568453
200.0,200,146.013616
200.0,200,146.471677
200.0,200,146.926308
200.0,200,147.363898
200.0,200,147.807086
200.0,200,148.25424
200.0,200,148.713628
200.0,200,149.166828
200.0,200,150.272863
200.0,200,150.724889
200.0,200,151.195151
200.0,200,151.628001
200.0,200,152.075364
200.0,200,152.511812
200.0,200,152.961658
200.0,200,153.43916
200.0,200,154.032217
200.0,200,154.599666
200.0,200,155.068702
200.0,200,155.574317
200.0,200,156.054898
200.0,200,156.508737
200.0,200,156.958894
