#{"t_start": 1684148938.8165662, "env_id": "FoRLCartPole-v0"}
r,l,t
200.0,200,104.529722
200.0,200,105.002178
200.0,200,105.469445
200.0,200,105.919505
200.0,200,106.36976
200.0,200,106.850824
200.0,200,107.332932
200.0,200,107.801999
200.0,200,108.251365
200.0,200,108.696367
200.0,200,109.153219
200.0,200,110.287799
200.0,200,110.753369
200.0,200,111.196986
200.0,200,111.657589
200.0,200,112.1735
200.0,200,112.821845
200.0,200,113.504106
200.0,200,114.145781
200.0,200,114.663032
200.0,200,115.134075
200.0,200,115.598585
200.0,200,116.037226
200.0,200,116.555413
200.0,200,117.036216
200.0,200,117.489456
200.0,200,117.956015
200.0,200,119.098728
200.0,200,119.549548
200.0,200,119.993301
200.0,200,120.450717
200.0,200,120.901628
200.0,200,121.430696
200.0,200,121.935617
200.0,200,122.400083
200.0,200,122.871932
200.0,200,123.32718
200.0,200,123.776542
200.0,200,124.229949
200.0,200,124.686492
200.0,200,125.126678
200.0,200,125.588351
200.0,200,126.724848
200.0,200,127.186871
200.0,200,127.635284
200.0,200,128.158171
200.0,200,128.63065
200.0,200,129.067428
200.0,200,129.51027
200.0,200,129.958371
200.0,200,130.430668
200.0,200,130.873106
200.0,200,131.308043
200.0,200,131.76088
200.0,200,132.203176
200.0,200,132.662945
200.0,200,133.12489
200.0,200,133.565605
200.0,200,134.685578
200.0,200,135.141299
200.0,200,135.60247
200.0,200,136.045593
200.0,200,136.482581
200.0,200,136.938136
200.0,200,137.396284
200.0,200,137.889663
200.0,200,138.356761
200.0,200,138.801297
200.0,200,139.249393
200.0,200,139.717695
200.0,200,140.168938
200.0,200,140.619628
200.0,200,141.060342
200.0,200,142.151992
200.0,200,142.61859
200.0,200,143.063049
200.0,200,143.51482
200.0,200,143.997329
200.0,200,144.462245
200.0,200,144.916565
200.0,200,145.368035
200.0,200,145.816757
200.0,200,146.272032
200.0,200,146.724222
200.0,200,147.169206
200.0,200,147.603956
200.0,200,148.059246
200.0,200,148.497188
200.0,200,148.9658
200.0,200,150.072702
200.0,200,150.518528
200.0,200,150.991185
200.0,200,151.428288
200.0,200,151.876009
200.0,200,152.321442
200.0,200,152.76201
200.0,200,153.219997
200.0,200,153.748087
200.0,200,154.342759
200.0,200,154.862203
200.0,200,155.314012
200.0,200,155.838777
200.0,200,156.310684
200.0,200,156.755937
200.0,200,157.205367
