#{"t_start": 1684148938.8112392, "env_id": "FoRLCartPole-v0"}
r,l,t
200.0,200,75.041365
200.0,200,75.502499
200.0,200,75.960378
200.0,200,76.40128
200.0,200,76.865202
200.0,200,77.307665
200.0,200,78.383497
200.0,200,78.819981
200.0,200,79.311981
200.0,200,79.799657
200.0,200,80.254096
200.0,200,80.717227
200.0,200,81.16043
200.0,200,81.608668
200.0,200,82.071092
200.0,200,82.508849
200.0,200,82.971108
200.0,200,83.425913
200.0,200,83.897734
200.0,200,84.346347
200.0,200,84.812479
200.0,200,85.903054
200.0,200,86.388488
200.0,200,86.865978
200.0,200,87.318091
200.0,200,87.766375
200.0,200,88.211341
200.0,200,88.7098
200.0,200,89.158262
200.0,200,89.651189
200.0,200,90.094718
200.0,200,90.546939
200.0,200,91.02534
200.0,200,91.491558
200.0,200,91.958477
200.0,200,92.417899
200.0,200,92.868657
200.0,200,93.979103
200.0,200,94.43743
200.0,200,94.895381
200.0,200,95.354299
200.0,200,95.836654
200.0,200,96.314881
200.0,200,96.773856
200.0,200,97.339754
200.0,200,97.973572
200.0,200,98.538731
200.0,200,99.027376
200.0,200,99.483482
200.0,200,99.953011
200.0,200,100.462692
200.0,200,100.935606
200.0,200,101.396132
200.0,200,102.564822
200.0,200,103.041355
200.0,200,103.502888
200.0,200,103.952799
200.0,200,104.39814
200.0,200,104.865232
200.0,200,105.327572
200.0,200,105.79508
200.0,200,106.237834
200.0,200,106.720874
200.0,200,107.191994
200.0,200,107.669926
200.0,200,108.123484
200.0,200,108.56334
200.0,200,109.020602
200.0,200,110.146549
200.0,200,110.619346
200.0,200,111.072794
200.0,200,111.509957
200.0,200,112.005654
200.0,200,112.621028
200.0,200,113.303466
200.0,200,113.986353
200.0,200,114.519561
200.0,200,115.000546
200.0,200,115.469669
200.0,200,115.915769
200.0,200,116.422264
200.0,200,116.905134
200.0,200,117.356923
200.0,200,117.8249
200.0,200,118.956835
200.0,200,119.420356
200.0,200,119.872027
200.0,200,120.309341
200.0,200,120.766914
200.0,200,121.280508
200.0,200,121.798596
200.0,200,122.264999
200.0,200,122.739388
200.0,200,123.193177
200.0,200,123.647739
200.0,200,124.096726
200.0,200,124.553252
200.0,200,124.99806
200.0,200,125.454055
200.0,200,125.923641
200.0,200,127.056349
200.0,200,127.504853
200.0,200,128.02268
200.0,200,128.494439
200.0,200,128.941215
200.0,200,129.374829
200.0,200,129.83064
200.0,200,130.29511
200.0,200,130.748299
200.0,200,131.179606
200.0,200,131.62276
200.0,200,132.076036
200.0,200,132.534247
200.0,200,132.994879
200.0,200,133.436522
200.0,200,134.541486
200.0,200,135.016339
200.0,200,135.465031
200.0,200,135.920857
200.0,200,136.354875
200.0,200,136.804785
200.0,200,137.266759
200.0,200,137.748323
200.0,200,138.225167
200.0,200,138.678164
200.0,200,139.123046
200.0,200,139.585971
200.0,200,140.038674
200.0,200,140.4871
200.0,200,140.938027
200.0,200,141.377781
200.0,200,142.493604
200.0,200,142.93633
200.0,200,143.387952
200.0,200,143.83531
200.0,200,144.326883
200.0,200,144.790669
200.0,200,145.230055
200.0,200,145.690987
200.0,200,146.137428
200.0,200,146.591872
200.0,200,147.044222
200.0,200,147.482995
200.0,200,147.925621
200.0,200,148.374048
200.0,200,148.836411
200.0,200,149.931055
200.0,200,150.393109
200.0,200,150.856731
200.0,200,151.308637
200.0,200,151.750787
200.0,200,152.191434
200.0,200,152.629223
200.0,200,153.079008
200.0,200,153.585043
200.0,200,154.189233
200.0,200,154.729507
200.0,200,155.189039
200.0,200,155.702297
200.0,200,156.175781
200.0,200,156.623475
200.0,200,157.07868
