#{"t_start": 1684148938.8217082, "env_id": "FoRLCartPole-v0"}
r,l,t
200.0,200,95.781544
200.0,200,96.254069
200.0,200,96.720507
200.0,200,97.269684
200.0,200,97.896422
200.0,200,98.477004
200.0,200,98.962797
200.0,200,99.429346
200.0,200,99.893859
200.0,200,100.405534
200.0,200,100.883798
200.0,200,101.340352
200.0,200,102.498722
200.0,200,102.990835
200.0,200,103.440954
200.0,200,103.89929
200.0,200,104.347202
200.0,200,104.803706
200.0,200,105.27562
200.0,200,105.73738
200.0,200,106.186506
200.0,200,106.656297
200.0,200,107.138903
200.0,200,107.611624
200.0,200,108.07041
200.0,200,108.50671
200.0,200,108.958762
200.0,200,110.085533
200.0,200,110.570652
200.0,200,111.015643
200.0,200,111.451816
200.0,200,111.93475
200.0,200,112.538123
200.0,200,113.212561
200.0,200,113.922945
200.0,200,114.458592
200.0,200,114.946839
200.0,200,115.409003
200.0,200,115.864007
200.0,200,116.360507
200.0,200,116.844157
200.0,200,117.302722
200.0,200,117.768281
200.0,200,118.904272
200.0,200,119.359199
200.0,200,119.818697
200.0,200,120.259963
200.0,200,120.705079
200.0,200,121.211709
200.0,200,121.736686
200.0,200,122.21117
200.0,200,122.674077
200.0,200,123.132499
200.0,200,123.590541
200.0,200,124.03395
200.0,200,124.499131
200.0,200,124.945832
200.0,200,125.386263
200.0,200,125.864447
200.0,200,127.007767
200.0,200,127.446447
200.0,200,127.961583
200.0,200,128.44066
200.0,200,128.88842
200.0,200,129.317448
200.0,200,129.775889
200.0,200,130.240791
200.0,200,130.694438
200.0,200,131.127325
200.0,200,131.573033
200.0,200,132.02009
200.0,200,132.476693
200.0,200,132.939708
200.0,200,133.379886
200.0,200,134.484149
200.0,200,134.957412
200.0,200,135.414653
200.0,200,135.863207
200.0,200,136.299261
200.0,200,136.749834
200.0,200,137.20852
200.0,200,137.694851
200.0,200,138.16896
200.0,200,138.625952
200.0,200,139.07143
200.0,200,139.527772
200.0,200,139.989797
200.0,200,140.430908
200.0,200,140.881475
200.0,200,141.326991
200.0,200,142.435553
200.0,200,142.882228
200.0,200,143.330735
200.0,200,143.778069
200.0,200,144.269686
200.0,200,144.736123
200.0,200,145.179105
200.0,200,145.630022
200.0,200,146.079607
200.0,200,146.539574
200.0,200,146.98595
200.0,200,147.428824
200.0,200,147.876299
200.0,200,148.316768
200.0,200,148.78002
200.0,200,149.236455
200.0,200,150.338881
200.0,200,150.798254
200.0,200,151.254808
200.0,200,151.694526
200.0,200,152.142894
200.0,200,152.575174
200.0,200,153.022974
200.0,200,153.514531
200.0,200,154.123913
200.0,200,154.670156
200.0,200,155.136319
200.0,200,155.645046
200.0,200,156.122063
200.0,200,156.568881
200.0,200,157.027807
