#{"t_start": 1684148938.8140929, "env_id": "FoRLCartPole-v0"}
r,l,t
200.0,200,36.246265
200.0,200,36.693552
200.0,200,37.131157
200.0,200,37.631466
200.0,200,38.088894
200.0,200,39.161353
200.0,200,39.612651
200.0,200,40.084603
200.0,200,40.530682
200.0,200,40.965
200.0,200,41.40802
200.0,200,41.884922
200.0,200,42.358997
200.0,200,42.828584
200.0,200,43.272376
200.0,200,43.723859
200.0,200,44.159081
200.0,200,44.656121
142.0,142,44.979881
183.0,183,45.392511
200.0,200,45.83031
200.0,200,46.947892
113.0,113,47.223961
110.0,110,47.473955
98.0,98,47.687415
58.0,58,47.81697
78.0,78,47.999531
73.0,73,48.167678
54.0,54,48.284718
60.0,60,48.418436
64.0,64,48.552161
53.0,53,48.663355
40.0,40,48.753474
49.0,49,48.86326
50.0,50,48.988458
40.0,40,49.076757
33.0,33,49.16014
51.0,51,49.272925
31.0,31,49.344092
19.0,19,49.383786
29.0,29,49.456137
26.0,26,49.512234
40.0,40,49.600521
34.0,34,49.690219
46.0,46,49.795502
53.0,53,49.912165
55.0,55,50.042018
36.0,36,50.116942
30.0,30,50.192197
37.0,37,50.276791
78.0,78,50.446783
54.0,54,50.567618
87.0,87,50.758747
45.0,45,50.86132
103.0,103,51.099092
71.0,71,51.261093
49.0,49,51.379009
87.0,87,51.57062
67.0,67,51.737279
66.0,66,51.885407
41.0,41,51.974734
77.0,77,52.144867
47.0,47,52.249711
38.0,38,52.329898
79.0,79,52.58076
50.0,50,52.700662
73.0,73,52.883536
62.0,62,53.02119
69.0,69,53.182585
89.0,89,53.388252
92.0,92,53.607436
129.0,129,53.95245
101.0,101,54.741148
165.0,165,55.13046
123.0,123,55.40995
140.0,140,55.720716
187.0,187,56.141629
200.0,200,56.604285
200.0,200,57.051878
200.0,200,57.490504
200.0,200,57.945965
200.0,200,58.446682
200.0,200,58.906652
200.0,200,59.344058
200.0,200,59.799696
200.0,200,60.251014
200.0,200,60.777246
200.0,200,61.305121
200.0,200,61.778233
200.0,200,62.856865
200.0,200,63.301199
200.0,200,63.752194
200.0,200,64.18956
200.0,200,64.634953
200.0,200,65.07957
200.0,200,65.556867
200.0,200,66.017127
200.0,200,66.458317
200.0,200,66.909956
200.0,200,67.359479
200.0,200,67.868626
200.0,200,68.324914
200.0,200,68.780368
200.0,200,69.220601
200.0,200,69.680068
200.0,200,70.807196
200.0,200,71.245911
200.0,200,71.698411
200.0,200,72.140125
200.0,200,72.620014
200.0,200,73.067527
200.0,200,73.501915
200.0,200,73.941727
200.0,200,74.395087
200.0,200,74.859734
200.0,200,75.327105
200.0,200,75.781301
200.0,200,76.238083
200.0,200,76.675783
200.0,200,77.137734
200.0,200,78.215967
200.0,200,78.655557
200.0,200,79.091989
200.0,200,79.617827
200.0,200,80.083596
200.0,200,80.53896
200.0,200,80.984009
200.0,200,81.433361
200.0,200,81.901561
200.0,200,82.333357
200.0,200,82.800385
200.0,200,83.247555
200.0,200,83.71546
200.0,200,84.181553
200.0,200,84.633705
200.0,200,85.089346
200.0,200,86.214982
200.0,200,86.67963
200.0,200,87.15132
200.0,200,87.600671
200.0,200,88.036025
200.0,200,88.53334
200.0,200,88.989954
200.0,200,89.473304
200.0,200,89.922354
200.0,200,90.370868
200.0,200,90.841428
200.0,200,91.31313
200.0,200,91.779567
200.0,200,92.245185
200.0,200,92.69336
200.0,200,93.788438
200.0,200,94.258322
200.0,200,94.725065
200.0,200,95.177138
200.0,200,95.652955
200.0,200,96.127088
200.0,200,96.594722
200.0,200,97.119137
200.0,200,97.747391
200.0,200,98.336348
200.0,200,98.843273
200.0,200,99.309628
200.0,200,99.770401
200.0,200,100.280108
200.0,200,100.756723
200.0,200,101.215148
200.0,200,102.361027
200.0,200,102.87038
200.0,200,103.327194
200.0,200,103.774863
200.0,200,104.229954
200.0,200,104.683857
200.0,200,105.157976
200.0,200,105.617908
200.0,200,106.065055
200.0,200,106.524563
200.0,200,107.019319
200.0,200,107.487843
200.0,200,107.951618
200.0,200,108.395771
200.0,200,108.835994
200.0,200,109.316149
200.0,200,110.451087
200.0,200,110.901661
200.0,200,111.33499
200.0,200,111.815107
200.0,200,112.365969
200.0,200,113.045313
200.0,200,113.733864
200.0,200,114.319232
200.0,200,114.818867
200.0,200,115.289083
200.0,200,115.747526
200.0,200,116.199315
200.0,200,116.717031
200.0,200,117.182597
200.0,200,117.642753
200.0,200,118.768676
200.0,200,119.245093
200.0,200,119.696031
200.0,200,120.139392
200.0,200,120.593961
200.0,200,121.065716
200.0,200,121.606313
200.0,200,122.08543
200.0,200,122.554285
200.0,200,123.012333
200.0,200,123.476227
200.0,200,123.917199
200.0,200,124.381565
200.0,200,124.830736
200.0,200,125.269778
200.0,200,125.746886
200.0,200,126.884678
200.0,200,127.328758
200.0,200,127.826144
200.0,200,128.311212
200.0,200,128.776077
200.0,200,129.205634
200.0,200,129.651562
200.0,200,130.121406
200.0,200,130.57538
200.0,200,131.015993
200.0,200,131.457799
200.0,200,131.907071
200.0,200,132.347379
200.0,200,132.820898
200.0,200,133.264513
200.0,200,133.704787
200.0,200,134.838256
200.0,200,135.295625
200.0,200,135.749624
200.0,200,136.184614
200.0,200,136.624957
200.0,200,137.089936
200.0,200,137.55756
200.0,200,138.043743
200.0,200,138.507886
200.0,200,138.952801
200.0,200,139.404106
200.0,200,139.868242
200.0,200,140.313808
200.0,200,140.764647
200.0,200,141.20683
200.0,200,142.313108
200.0,200,142.770576
200.0,200,143.213194
200.0,200,143.656372
200.0,200,144.149677
200.0,200,144.60432
200.0,200,145.063184
200.0,200,145.514614
200.0,200,145.957622
200.0,200,146.421446
200.0,200,146.872194
200.0,200,147.307183
200.0,200,147.758785
200.0,200,148.204071
200.0,200,148.653769
200.0,200,149.117557
200.0,200,150.213506
200.0,200,150.676345
200.0,200,151.13777
200.0,200,151.57435
200.0,200,152.030041
200.0,200,152.462395
200.0,200,152.905952
200.0,200,153.382406
200.0,200,153.94917
200.0,200,154.543712
200.0,200,155.008452
200.0,200,155.510821
200.0,200,156.000341
200.0,200,156.451607
200.0,200,156.906757
