#{"t_start": 1684148938.8247292, "env_id": "FoRLCartPole-v0"}
r,l,t
200.0,200,145.79375
200.0,200,146.246238
200.0,200,146.700956
200.0,200,147.146979
200.0,200,147.582801
200.0,200,148.033053
200.0,200,148.474528
200.0,200,148.943963
200.0,200,150.050305
200.0,200,150.495027
200.0,200,150.967657
200.0,200,151.40574
200.0,200,151.855171
200.0,200,152.29732
200.0,200,152.73828
200.0,200,153.19827
200.0,200,153.724693
200.0,200,154.316894
200.0,200,154.838246
200.0,200,155.291857
200.0,200,155.816079
200.0,200,156.286062
200.0,200,156.732308
200.0,200,157.179152
