#{"t_start": 1684149100.8258042, "env_id": "FoRLCartPoleRandomNormal-v0"}
r,l,t
119.0,120,59.487523
58.0,59,59.617817
112.0,113,59.873223
102.0,103,60.159885
200.0,200,60.619081
200.0,200,61.077937
153.0,154,61.419718
200.0,200,61.86149
200.0,200,62.303122
172.0,173,63.354352
101.0,102,63.574117
134.0,135,63.88776
154.0,155,64.23299
117.0,118,64.509718
74.0,75,64.693372
110.0,111,64.951847
124.0,125,65.224309
106.0,107,65.459253
112.0,113,65.715119
109.0,110,65.964204
142.0,143,66.292777
169.0,170,66.668019
147.0,148,67.012718
118.0,119,67.274954
127.0,128,67.563971
102.0,103,67.811586
115.0,116,68.065826
200.0,200,68.505253
186.0,187,68.940815
178.0,179,69.358855
200.0,200,69.81587
200.0,200,70.904277
200.0,200,71.34528
200.0,200,71.884647
200.0,200,72.414197
200.0,200,72.908406
200.0,200,73.3721
200.0,200,73.845441
200.0,200,74.298263
200.0,200,74.753177
200.0,200,75.309327
200.0,200,75.989305
200.0,200,76.656698
200.0,200,77.153178
200.0,200,77.614751
200.0,200,78.073333
200.0,200,78.53826
200.0,200,79.645946
200.0,200,80.115576
200.0,200,80.736059
200.0,200,81.244897
200.0,200,81.702059
200.0,200,82.157383
200.0,200,82.619698
200.0,200,83.103207
200.0,200,83.548817
200.0,200,84.015363
200.0,200,84.473051
200.0,200,84.933764
200.0,200,85.413978
200.0,200,85.908341
200.0,200,86.367659
200.0,200,87.477198
200.0,200,87.949673
200.0,200,88.406315
200.0,200,88.855649
200.0,200,89.295626
200.0,200,89.754633
200.0,200,90.207325
200.0,200,90.644679
200.0,200,91.108485
200.0,200,91.557194
200.0,200,91.992291
200.0,200,92.496963
200.0,200,92.952152
200.0,200,93.409443
197.0,198,93.859428
184.0,185,94.28029
181.0,182,95.273834
165.0,166,95.632062
166.0,167,96.008034
156.0,157,96.344229
169.0,170,96.739386
163.0,164,97.096743
199.0,200,97.565665
191.0,192,97.997945
200.0,200,98.446147
199.0,200,98.919584
170.0,171,99.310383
186.0,187,99.746511
200.0,200,100.189713
200.0,200,100.629315
200.0,200,101.0752
200.0,200,101.53475
200.0,200,101.990556
200.0,200,103.084746
200.0,200,103.586188
200.0,200,104.06746
200.0,200,104.536222
200.0,200,105.007482
200.0,200,105.463573
200.0,200,105.938306
200.0,200,106.384324
200.0,200,106.831053
195.0,196,107.275871
200.0,200,107.743029
200.0,200,108.199595
200.0,200,108.664198
200.0,200,109.125157
200.0,200,109.571486
200.0,200,110.033252
200.0,200,111.126622
200.0,200,111.576899
200.0,200,112.033314
160.0,161,112.41944
200.0,200,112.891016
155.0,156,113.255257
176.0,177,113.647097
200.0,200,114.104266
200.0,200,114.568509
200.0,200,115.089841
200.0,200,115.550814
200.0,200,115.98621
200.0,200,116.456677
200.0,200,116.900711
200.0,200,117.359836
200.0,200,117.827204
200.0,200,118.979039
200.0,200,119.441023
200.0,200,119.899326
200.0,200,120.335227
181.0,182,120.770573
168.0,169,121.16302
200.0,200,121.612701
200.0,200,122.076904
198.0,199,122.525413
200.0,200,122.985894
200.0,200,123.424711
200.0,200,123.878235
200.0,200,124.387529
200.0,200,124.85267
200.0,200,125.292663
200.0,200,125.729225
200.0,200,126.837995
200.0,200,127.272694
200.0,200,127.724303
200.0,200,128.19001
200.0,200,128.654725
200.0,200,129.120203
200.0,200,129.580575
200.0,200,130.029392
200.0,200,130.471836
200.0,200,130.92861
200.0,200,131.375335
200.0,200,131.826528
200.0,200,132.258278
200.0,200,132.752961
200.0,200,133.204915
200.0,200,134.298784
200.0,200,134.755988
200.0,200,135.205599
200.0,200,135.704394
200.0,200,136.177409
200.0,200,136.652175
200.0,200,137.119416
200.0,200,137.587799
200.0,200,138.055257
200.0,200,138.510197
200.0,200,138.977181
200.0,200,139.417511
200.0,200,139.904167
200.0,200,140.351484
200.0,200,140.825734
200.0,200,141.375087
200.0,200,142.522321
200.0,200,142.981825
200.0,200,143.435432
200.0,200,143.894575
200.0,200,144.358536
200.0,200,144.829439
200.0,200,145.273582
200.0,200,145.738304
200.0,200,146.176375
200.0,200,146.63257
200.0,200,147.088423
200.0,200,147.551067
200.0,200,148.032293
200.0,200,148.47426
200.0,200,148.947557
200.0,200,150.031014
200.0,200,150.49424
200.0,200,150.951886
200.0,200,151.410438
200.0,200,151.862285
200.0,200,152.314315
200.0,200,152.768039
200.0,200,153.240492
200.0,200,153.727903
200.0,200,154.188352
200.0,200,154.640015
200.0,200,155.101068
200.0,200,155.535089
200.0,200,156.011615
200.0,200,156.467463
200.0,200,156.905702
