#{"t_start": 1684149100.8213344, "env_id": "FoRLCartPoleRandomNormal-v0"}
r,l,t
60.0,61,53.109342
43.0,44,53.219103
50.0,51,53.345878
35.0,36,53.431323
36.0,37,53.513572
30.0,31,53.589148
37.0,38,53.682797
47.0,48,53.790878
59.0,60,53.92771
49.0,50,54.042113
51.0,52,54.164322
30.0,31,54.238781
35.0,36,54.322461
24.0,25,54.382759
55.0,56,54.511508
33.0,34,54.584337
53.0,54,54.719239
30.0,31,54.788027
55.0,56,55.091177
46.0,47,55.23469
42.0,43,55.355598
32.0,33,55.4485
35.0,36,55.545094
27.0,28,55.611565
44.0,45,55.72143
36.0,37,55.807837
44.0,45,55.912841
22.0,23,55.973667
34.0,35,56.050698
30.0,31,56.119982
27.0,28,56.184192
32.0,33,56.252734
39.0,40,56.338234
45.0,46,56.440544
41.0,42,56.53904
28.0,29,56.607486
52.0,53,56.723196
23.0,24,56.776731
21.0,22,56.820312
49.0,50,56.932878
37.0,38,57.022058
26.0,27,57.073479
38.0,39,57.165976
40.0,41,57.262924
25.0,26,57.331383
53.0,54,57.460448
41.0,42,57.561767
24.0,25,57.617604
30.0,31,57.686259
26.0,27,57.755167
31.0,32,57.837779
48.0,49,57.95072
79.0,80,58.141516
57.0,58,58.272572
131.0,132,58.579041
42.0,43,58.674218
89.0,90,58.878664
52.0,53,59.00843
81.0,82,59.19592
44.0,45,59.298981
72.0,73,59.458428
136.0,137,59.771528
52.0,53,59.895084
54.0,55,60.02417
154.0,155,60.42548
59.0,60,60.563166
77.0,78,60.751018
78.0,79,60.924243
86.0,87,61.116927
43.0,44,61.214177
138.0,139,61.523262
92.0,93,61.731578
200.0,200,62.170518
200.0,200,63.281492
124.0,125,63.553825
57.0,58,63.684956
153.0,154,64.039952
111.0,112,64.299128
143.0,144,64.623623
112.0,113,64.903042
82.0,83,65.084912
53.0,54,65.197662
74.0,75,65.36467
125.0,126,65.648997
126.0,127,65.934994
113.0,114,66.200726
119.0,120,66.469854
188.0,189,66.895347
134.0,135,67.202242
156.0,157,67.552842
121.0,122,67.840776
121.0,122,68.116414
143.0,144,68.427101
200.0,200,68.883158
200.0,200,69.354584
200.0,200,69.815197
200.0,200,70.900722
200.0,200,71.344623
200.0,200,71.883674
200.0,200,72.412992
200.0,200,72.907305
200.0,200,73.371712
200.0,200,73.84482
200.0,200,74.29806
200.0,200,74.752063
200.0,200,75.305236
200.0,200,75.986709
200.0,200,76.65259
200.0,200,77.148651
200.0,200,77.614125
200.0,200,78.072717
200.0,200,78.536705
200.0,200,79.639199
200.0,200,80.114867
200.0,200,80.734607
200.0,200,81.244104
200.0,200,81.701667
200.0,200,82.154471
200.0,200,82.619049
200.0,200,83.102327
200.0,200,83.548309
200.0,200,84.014029
200.0,200,84.470681
200.0,200,84.933399
200.0,200,85.413069
200.0,200,85.906456
200.0,200,86.367047
200.0,200,87.474282
200.0,200,87.949272
200.0,200,88.405026
200.0,200,88.854464
200.0,200,89.295511
200.0,200,89.752246
200.0,200,90.205811
200.0,200,90.644511
200.0,200,91.107204
200.0,200,91.556643
186.0,187,91.965722
197.0,198,92.457934
200.0,200,92.916396
200.0,200,93.370309
194.0,195,93.81702
173.0,174,94.212656
176.0,177,95.194025
186.0,187,95.598652
163.0,164,95.967477
151.0,152,96.295789
169.0,170,96.676614
172.0,173,97.068894
181.0,182,97.494142
189.0,190,97.918561
200.0,200,98.36634
188.0,189,98.802291
193.0,194,99.257609
187.0,188,99.699238
198.0,199,100.140857
200.0,200,100.579749
200.0,200,101.023682
200.0,200,101.486419
200.0,200,101.940977
200.0,200,103.034464
200.0,200,103.526286
200.0,200,104.017161
200.0,200,104.4837
200.0,200,104.956448
200.0,200,105.406259
200.0,200,105.881863
200.0,200,106.332372
200.0,200,106.783208
194.0,195,107.223457
188.0,189,107.664939
200.0,200,108.12607
195.0,196,108.577537
200.0,200,109.033825
200.0,200,109.489996
200.0,200,109.942137
200.0,200,111.040656
200.0,200,111.488073
200.0,200,111.942419
158.0,159,112.325679
153.0,154,112.693457
200.0,200,113.155479
200.0,200,113.594988
200.0,200,114.064055
200.0,200,114.522151
200.0,200,115.045118
200.0,200,115.510985
200.0,200,115.949298
200.0,200,116.406056
174.0,175,116.805062
200.0,200,117.25767
200.0,200,117.720376
174.0,175,118.819397
200.0,200,119.277026
200.0,200,119.73787
200.0,200,120.186079
200.0,200,120.645821
191.0,192,121.09929
190.0,191,121.533493
200.0,200,121.994553
200.0,200,122.449209
200.0,200,122.905699
200.0,200,123.34198
200.0,200,123.786758
200.0,200,124.30487
200.0,200,124.766419
200.0,200,125.216568
200.0,200,125.648651
200.0,200,126.761236
200.0,200,127.1965
200.0,200,127.64192
200.0,200,128.111467
200.0,200,128.569913
200.0,200,129.040452
200.0,200,129.496408
200.0,200,129.959209
200.0,200,130.394534
200.0,200,130.846562
200.0,200,131.29822
200.0,200,131.74693
200.0,200,132.180728
200.0,200,132.675749
200.0,200,133.125113
200.0,200,134.212003
200.0,200,134.67292
200.0,200,135.125063
200.0,200,135.623784
200.0,200,136.092544
200.0,200,136.57678
200.0,200,137.037939
200.0,200,137.502656
200.0,200,137.97426
200.0,200,138.431846
200.0,200,138.89663
200.0,200,139.340328
200.0,200,139.823918
200.0,200,140.274103
200.0,200,140.737546
200.0,200,141.292086
200.0,200,142.438562
200.0,200,142.906011
200.0,200,143.357553
200.0,200,143.810887
200.0,200,144.274324
200.0,200,144.746411
200.0,200,145.201668
200.0,200,145.656007
200.0,200,146.096991
200.0,200,146.553761
200.0,200,147.011119
200.0,200,147.44554
200.0,200,147.948162
200.0,200,148.394187
200.0,200,148.869008
72.0,73,149.029937
200.0,200,150.123555
200.0,200,150.571037
200.0,200,151.031606
200.0,200,151.493303
200.0,200,151.940734
200.0,200,152.396312
200.0,200,152.850664
200.0,200,153.339473
200.0,200,153.814098
200.0,200,154.275637
200.0,200,154.725534
200.0,200,155.180249
200.0,200,155.630362
200.0,200,156.096477
200.0,200,156.546978
200.0,200,156.99398
