#{"t_start": 1684149100.8198073, "env_id": "FoRLCartPoleRandomNormal-v0"}
r,l,t
77.0,78,59.197269
71.0,72,59.357237
71.0,72,59.525896
55.0,56,59.652517
68.0,69,59.810675
81.0,82,59.983257
129.0,130,60.342508
87.0,88,60.54311
98.0,99,60.782814
105.0,106,61.010864
75.0,76,61.182137
157.0,158,61.532058
200.0,200,61.974167
200.0,200,63.06864
200.0,200,63.519813
197.0,198,63.975933
115.0,116,64.236557
141.0,142,64.558568
114.0,115,64.843729
82.0,83,65.035327
85.0,86,65.219055
86.0,87,65.411602
149.0,150,65.745183
122.0,123,66.03413
112.0,113,66.288688
160.0,161,66.644646
138.0,139,66.962216
175.0,176,67.349738
141.0,142,67.685773
120.0,121,67.964139
200.0,200,68.40196
142.0,143,68.725204
200.0,200,69.195024
200.0,200,69.65344
200.0,200,70.724617
200.0,200,71.191609
200.0,200,71.692647
200.0,200,72.234943
200.0,200,72.736777
200.0,200,73.218857
200.0,200,73.679253
200.0,200,74.147967
200.0,200,74.586066
200.0,200,75.098308
200.0,200,75.752386
200.0,200,76.455615
200.0,200,76.986905
200.0,200,77.450601
200.0,200,77.916422
200.0,200,78.374676
200.0,200,79.485987
200.0,200,79.950872
200.0,200,80.485177
200.0,200,81.068763
200.0,200,81.541676
200.0,200,81.996927
200.0,200,82.460871
200.0,200,82.939797
200.0,200,83.389895
200.0,200,83.857922
200.0,200,84.307757
200.0,200,84.784936
200.0,200,85.243348
200.0,200,85.735929
200.0,200,86.204451
200.0,200,86.675679
200.0,200,87.799102
200.0,200,88.255706
200.0,200,88.697505
200.0,200,89.151928
200.0,200,89.58592
200.0,200,90.061941
200.0,200,90.497403
200.0,200,90.947268
200.0,200,91.403731
194.0,195,91.837602
171.0,172,92.26143
200.0,200,92.71732
200.0,200,93.176049
200.0,200,93.630354
200.0,200,94.085053
186.0,187,94.529633
178.0,179,95.487796
164.0,165,95.849505
150.0,151,96.185316
151.0,152,96.51675
178.0,179,96.93108
160.0,161,97.277495
171.0,172,97.686415
182.0,183,98.096438
188.0,189,98.524218
180.0,181,98.948014
170.0,171,99.342142
193.0,194,99.792974
200.0,200,100.241842
200.0,200,100.681362
200.0,200,101.124624
200.0,200,101.587916
200.0,200,102.042497
200.0,200,103.131515
200.0,200,103.636267
200.0,200,104.119893
200.0,200,104.584746
200.0,200,105.058532
200.0,200,105.509054
200.0,200,105.991618
200.0,200,106.431104
200.0,200,106.881584
200.0,200,107.335505
200.0,200,107.80225
200.0,200,108.266387
200.0,200,108.723316
200.0,200,109.185899
200.0,200,109.632476
200.0,200,110.730597
200.0,200,111.191154
200.0,200,111.631176
173.0,174,112.035611
165.0,166,112.42797
166.0,167,112.823862
156.0,157,113.189002
200.0,200,113.637239
200.0,200,114.09777
200.0,200,114.557922
200.0,200,115.079606
200.0,200,115.543952
200.0,200,115.980406
200.0,200,116.446446
200.0,200,116.894448
200.0,200,117.34826
195.0,196,117.807297
200.0,200,118.962285
200.0,200,119.417198
200.0,200,119.88154
200.0,200,120.319546
200.0,200,120.796571
200.0,200,121.259551
200.0,200,121.709517
171.0,172,122.104241
179.0,180,122.512686
200.0,200,122.968079
200.0,200,123.408968
200.0,200,123.860289
200.0,200,124.374166
200.0,200,124.829197
200.0,200,125.277764
200.0,200,125.715538
200.0,200,126.821816
200.0,200,127.2583
200.0,200,127.711353
200.0,200,128.175081
200.0,200,128.637708
200.0,200,129.102052
200.0,200,129.565801
200.0,200,130.012591
200.0,200,130.454016
200.0,200,130.916216
200.0,200,131.357602
200.0,200,131.811199
200.0,200,132.245049
200.0,200,132.735342
200.0,200,133.192144
200.0,200,134.280258
200.0,200,134.739652
200.0,200,135.186574
200.0,200,135.691
200.0,200,136.160109
200.0,200,136.63878
200.0,200,137.100698
200.0,200,137.575456
200.0,200,138.037751
200.0,200,138.497134
200.0,200,138.958842
200.0,200,139.402272
200.0,200,139.88587
200.0,200,140.336449
200.0,200,140.805406
200.0,200,141.358689
200.0,200,142.504701
200.0,200,142.969137
200.0,200,143.418522
200.0,200,143.880594
200.0,200,144.339725
200.0,200,144.814637
200.0,200,145.260981
200.0,200,145.72092
200.0,200,146.16274
200.0,200,146.616287
200.0,200,147.072695
200.0,200,147.535139
200.0,200,148.016134
200.0,200,148.460196
200.0,200,148.929398
200.0,200,150.009336
200.0,200,150.481188
200.0,200,150.937104
200.0,200,151.393579
200.0,200,151.847503
200.0,200,152.301157
200.0,200,152.749388
200.0,200,153.225985
200.0,200,153.710491
200.0,200,154.174968
200.0,200,154.618136
200.0,200,155.0855
200.0,200,155.522053
200.0,200,155.994516
200.0,200,156.453181
200.0,200,156.893462
