#{"t_start": 1684149100.8272457, "env_id": "FoRLCartPoleRandomNormal-v0"}
r,l,t
200.0,200,37.262391
200.0,200,37.733872
200.0,200,38.184631
200.0,200,38.634663
200.0,200,39.087929
200.0,200,40.212975
200.0,200,40.657089
200.0,200,41.094707
200.0,200,41.538568
200.0,200,41.994834
200.0,200,42.443027
200.0,200,42.902233
200.0,200,43.338073
200.0,200,43.796777
200.0,200,44.250167
200.0,200,44.693727
200.0,200,45.143497
200.0,200,45.584881
200.0,200,46.033289
200.0,200,46.499092
200.0,200,46.938629
200.0,200,48.015273
200.0,200,48.455407
200.0,200,48.924835
200.0,200,49.412727
200.0,200,49.886101
200.0,200,50.358252
200.0,200,50.811383
200.0,200,51.273237
185.0,186,51.686824
119.0,120,51.950986
124.0,125,52.237395
58.0,59,52.380855
62.0,63,52.538759
77.0,78,52.722284
44.0,45,52.825697
46.0,47,52.928682
49.0,50,53.03867
53.0,54,53.164387
40.0,41,53.269507
32.0,33,53.348981
59.0,60,53.485027
44.0,45,53.590755
32.0,33,53.667934
51.0,52,53.792497
43.0,44,53.888582
51.0,52,54.012305
44.0,45,54.11624
27.0,28,54.179128
35.0,36,54.267334
41.0,42,54.360501
25.0,26,54.425824
29.0,30,54.493824
43.0,44,54.589425
46.0,47,54.703617
47.0,48,54.817711
46.0,47,55.110118
46.0,47,55.243998
28.0,29,55.329981
44.0,45,55.456034
35.0,36,55.548997
41.0,42,55.65263
46.0,47,55.765193
26.0,27,55.821541
34.0,35,55.905764
37.0,38,56.00055
47.0,48,56.105576
42.0,43,56.201589
47.0,48,56.30389
29.0,30,56.370698
29.0,30,56.434808
33.0,34,56.515632
49.0,50,56.625975
39.0,40,56.717544
32.0,33,56.788502
17.0,18,56.826696
24.0,25,56.883167
25.0,26,56.941815
31.0,32,57.016299
35.0,36,57.095681
40.0,41,57.187731
26.0,27,57.253547
34.0,35,57.337314
46.0,47,57.453207
42.0,43,57.556063
45.0,46,57.658639
39.0,40,57.760563
33.0,34,57.844211
41.0,42,57.93848
47.0,48,58.054124
35.0,36,58.138649
30.0,31,58.202428
36.0,37,58.293825
55.0,56,58.417505
30.0,31,58.493472
44.0,45,58.596789
56.0,57,58.723171
110.0,111,58.990499
63.0,64,59.131659
51.0,52,59.249433
68.0,69,59.411985
52.0,53,59.530131
41.0,42,59.626941
72.0,73,59.793949
51.0,52,59.911719
80.0,81,60.144638
99.0,100,60.375851
104.0,105,60.613834
56.0,57,60.755576
119.0,120,61.013913
107.0,108,61.263519
68.0,69,61.416007
195.0,196,61.844476
126.0,127,62.126069
200.0,200,63.23627
151.0,152,63.569337
184.0,185,63.997103
114.0,115,64.260782
143.0,144,64.577455
102.0,103,64.836563
108.0,109,65.080765
105.0,106,65.316786
59.0,60,65.446716
160.0,161,65.802383
130.0,131,66.109593
134.0,135,66.409165
145.0,146,66.737509
151.0,152,67.091258
199.0,200,67.537348
68.0,69,67.70182
139.0,140,68.021303
200.0,200,68.454644
200.0,200,68.913797
200.0,200,69.385324
200.0,200,69.840633
200.0,200,70.935621
200.0,200,71.372271
200.0,200,71.915237
200.0,200,72.441742
200.0,200,72.93793
200.0,200,73.402504
200.0,200,73.87469
200.0,200,74.321402
200.0,200,74.78391
200.0,200,75.34399
200.0,200,76.046837
200.0,200,76.691958
200.0,200,77.185543
200.0,200,77.641212
200.0,200,78.103393
200.0,200,78.566121
200.0,200,79.683704
200.0,200,80.149287
200.0,200,80.768656
200.0,200,81.274219
200.0,200,81.734412
200.0,200,82.187121
200.0,200,82.644069
200.0,200,83.131431
200.0,200,83.575552
200.0,200,84.045612
200.0,200,84.500111
200.0,200,84.965802
200.0,200,85.441787
200.0,200,85.93755
200.0,200,86.39318
200.0,200,87.509316
200.0,200,87.985351
200.0,200,88.434291
200.0,200,88.88015
200.0,200,89.32561
200.0,200,89.786532
200.0,200,90.231348
200.0,200,90.677083
200.0,200,91.136707
200.0,200,91.581694
183.0,184,91.986589
200.0,200,92.490595
194.0,195,92.930761
200.0,200,93.390761
200.0,200,93.844414
163.0,164,94.218098
158.0,159,95.158962
184.0,185,95.560844
173.0,174,95.947891
159.0,160,96.297975
167.0,168,96.680558
175.0,176,97.071909
162.0,163,97.423761
159.0,160,97.810611
188.0,189,98.230185
200.0,200,98.689405
166.0,167,99.087715
168.0,169,99.471557
200.0,200,99.944151
200.0,200,100.38069
200.0,200,100.820073
200.0,200,101.278159
200.0,200,101.73098
200.0,200,102.806448
200.0,200,103.273362
200.0,200,103.794614
200.0,200,104.266387
200.0,200,104.738741
200.0,200,105.201389
200.0,200,105.6654
200.0,200,106.131532
200.0,200,106.572852
200.0,200,107.022185
200.0,200,107.479989
200.0,200,107.944938
200.0,200,108.406737
200.0,200,108.870267
200.0,200,109.325823
200.0,200,109.779179
200.0,200,110.875971
200.0,200,111.325809
200.0,200,111.778188
191.0,192,112.233353
200.0,200,112.710989
174.0,175,113.111485
161.0,162,113.473952
200.0,200,113.932425
200.0,200,114.391136
200.0,200,114.913178
200.0,200,115.37088
200.0,200,115.824944
200.0,200,116.276658
200.0,200,116.732211
180.0,181,117.140278
200.0,200,117.602029
200.0,200,118.756535
200.0,200,119.212366
200.0,200,119.681648
200.0,200,120.127001
200.0,200,120.585257
191.0,192,121.045248
200.0,200,121.492835
200.0,200,121.956664
188.0,189,122.386746
177.0,178,122.79018
200.0,200,123.232996
200.0,200,123.672779
200.0,200,124.188218
200.0,200,124.651641
200.0,200,125.105814
200.0,200,125.538156
200.0,200,126.640398
200.0,200,127.085247
200.0,200,127.521651
200.0,200,127.988457
200.0,200,128.449034
200.0,200,128.921068
200.0,200,129.377383
200.0,200,129.845101
200.0,200,130.282515
200.0,200,130.731462
200.0,200,131.186613
200.0,200,131.63497
200.0,200,132.070697
200.0,200,132.563288
200.0,200,133.00973
200.0,200,133.458497
200.0,200,134.551474
200.0,200,135.009171
200.0,200,135.498452
200.0,200,135.974476
200.0,200,136.457924
200.0,200,136.919201
200.0,200,137.384639
200.0,200,137.858306
200.0,200,138.312864
200.0,200,138.778139
200.0,200,139.224865
200.0,200,139.68327
200.0,200,140.160028
200.0,200,140.595793
200.0,200,141.162781
200.0,200,142.312309
200.0,200,142.78194
200.0,200,143.243391
200.0,200,143.695783
200.0,200,144.153706
200.0,200,144.623877
200.0,200,145.087633
200.0,200,145.539976
200.0,200,145.987668
200.0,200,146.434426
200.0,200,146.895458
200.0,200,147.33289
200.0,200,147.833711
200.0,200,148.283409
200.0,200,148.744199
200.0,200,149.205285
200.0,200,150.305999
200.0,200,150.754098
200.0,200,151.210319
200.0,200,151.670969
200.0,200,152.118255
200.0,200,152.571186
200.0,200,153.035226
200.0,200,153.526705
200.0,200,153.988739
200.0,200,154.447818
200.0,200,154.903343
200.0,200,155.347166
200.0,200,155.8185
200.0,200,156.270591
200.0,200,156.721579
