#{"t_start": 1684149100.8164132, "env_id": "FoRLCartPoleRandomNormal-v0"}
r,l,t
200.0,200,40.50519
200.0,200,40.939877
200.0,200,41.376606
200.0,200,41.838701
200.0,200,42.28429
200.0,200,42.733866
200.0,200,43.185303
200.0,200,43.629125
200.0,200,44.083694
200.0,200,44.535719
200.0,200,44.984277
200.0,200,45.427315
200.0,200,45.870631
200.0,200,46.337471
200.0,200,46.776187
200.0,200,47.863108
200.0,200,48.302104
200.0,200,48.758809
200.0,200,49.227407
200.0,200,49.726739
200.0,200,50.19002
200.0,200,50.648616
200.0,200,51.108128
160.0,161,51.463376
139.0,140,51.773996
101.0,102,52.011941
117.0,118,52.273821
91.0,92,52.512623
62.0,63,52.658008
60.0,61,52.796958
47.0,48,52.903795
39.0,40,52.99415
43.0,44,53.092131
36.0,37,53.178775
38.0,39,53.28152
59.0,60,53.419782
37.0,38,53.507305
43.0,44,53.611609
35.0,36,53.697908
34.0,35,53.781227
40.0,41,53.872927
36.0,37,53.952028
41.0,42,54.053298
47.0,48,54.159124
43.0,44,54.266721
46.0,47,54.383954
43.0,44,54.480936
43.0,44,54.574911
29.0,30,54.650069
32.0,33,54.734895
36.0,37,54.81871
30.0,31,55.058182
41.0,42,55.176828
26.0,27,55.257354
32.0,33,55.356483
41.0,42,55.471671
50.0,51,55.599321
54.0,55,55.729621
30.0,31,55.809236
41.0,42,55.905956
42.0,43,56.011079
37.0,38,56.094832
40.0,41,56.183618
31.0,32,56.254429
36.0,37,56.333769
41.0,42,56.431548
42.0,43,56.526202
48.0,49,56.63536
33.0,34,56.713367
29.0,30,56.779998
35.0,36,56.856131
27.0,28,56.922709
35.0,36,57.003892
26.0,27,57.058504
36.0,37,57.145581
39.0,40,57.241896
35.0,36,57.325321
36.0,37,57.409798
47.0,48,57.531383
36.0,37,57.61428
44.0,45,57.719252
33.0,34,57.80367
26.0,27,57.870109
38.0,39,57.958897
35.0,36,58.046144
44.0,45,58.152211
42.0,43,58.253878
62.0,63,58.397024
52.0,53,58.515461
45.0,46,58.619719
55.0,56,58.753817
38.0,39,58.836006
108.0,109,59.099645
65.0,66,59.243626
57.0,58,59.378975
36.0,37,59.456908
69.0,70,59.619286
65.0,66,59.773168
37.0,38,59.857392
67.0,68,60.013632
185.0,186,60.489004
54.0,55,60.608047
125.0,126,60.907106
63.0,64,61.052529
153.0,154,61.397585
92.0,93,61.594684
137.0,138,61.904308
137.0,138,62.211986
200.0,200,63.317971
176.0,177,63.707514
161.0,162,64.082423
136.0,137,64.397962
169.0,170,64.802346
112.0,113,65.05248
49.0,50,65.15923
123.0,124,65.43813
129.0,130,65.726943
124.0,125,66.009979
123.0,124,66.299797
135.0,136,66.597656
132.0,133,66.901646
171.0,172,67.286728
147.0,148,67.63162
124.0,125,67.923737
125.0,126,68.191623
165.0,166,68.558441
177.0,178,68.973975
200.0,200,69.439096
200.0,200,69.901629
200.0,200,70.987746
200.0,200,71.425761
200.0,200,71.987131
200.0,200,72.511746
200.0,200,72.999418
200.0,200,73.460184
200.0,200,73.931594
200.0,200,74.380334
200.0,200,74.840041
200.0,200,75.424302
200.0,200,76.136015
200.0,200,76.754446
200.0,200,77.238741
200.0,200,77.702094
200.0,200,78.159352
200.0,200,78.621553
200.0,200,79.740134
200.0,200,80.233282
200.0,200,80.837191
200.0,200,81.330957
200.0,200,81.791837
200.0,200,82.239506
200.0,200,82.706647
200.0,200,83.18609
200.0,200,83.638473
200.0,200,84.100138
200.0,200,84.562048
200.0,200,85.024606
200.0,200,85.504411
200.0,200,85.987595
200.0,200,86.455671
200.0,200,87.571102
200.0,200,88.04086
200.0,200,88.491404
200.0,200,88.938841
200.0,200,89.378288
200.0,200,89.842874
200.0,200,90.291161
200.0,200,90.735053
200.0,200,91.192437
200.0,200,91.640642
168.0,169,92.00692
172.0,173,92.445894
200.0,200,92.903326
200.0,200,93.354187
186.0,187,93.786334
175.0,176,94.18682
160.0,161,95.125457
182.0,183,95.534525
153.0,154,95.882098
151.0,152,96.210775
166.0,167,96.571226
158.0,159,96.94576
165.0,166,97.300243
184.0,185,97.748966
200.0,200,98.189522
200.0,200,98.640807
181.0,182,99.070097
170.0,171,99.469411
191.0,192,99.916203
200.0,200,100.35719
200.0,200,100.800375
200.0,200,101.245161
200.0,200,101.707332
200.0,200,102.157006
200.0,200,103.246991
200.0,200,103.766971
200.0,200,104.241724
200.0,200,104.713244
200.0,200,105.177826
200.0,200,105.637719
200.0,200,106.105966
200.0,200,106.544797
200.0,200,106.997198
196.0,197,107.452435
200.0,200,107.915654
200.0,200,108.383695
200.0,200,108.835088
200.0,200,109.300687
200.0,200,109.75057
200.0,200,110.84895
200.0,200,111.300054
200.0,200,111.747708
200.0,200,112.221162
143.0,144,112.553952
196.0,197,113.020097
177.0,178,113.417974
200.0,200,113.875583
200.0,200,114.329524
200.0,200,114.847584
200.0,200,115.317463
200.0,200,115.769712
200.0,200,116.209761
182.0,183,116.64328
200.0,200,117.08739
200.0,200,117.549778
179.0,180,118.649209
200.0,200,119.118524
200.0,200,119.585938
200.0,200,120.036952
200.0,200,120.485672
191.0,192,120.944639
200.0,200,121.396718
200.0,200,121.85763
182.0,183,122.27943
200.0,200,122.729801
200.0,200,123.171828
200.0,200,123.617772
200.0,200,124.129354
200.0,200,124.586865
200.0,200,125.048477
200.0,200,125.481485
200.0,200,126.577064
200.0,200,127.029604
200.0,200,127.467371
200.0,200,127.928961
200.0,200,128.387737
200.0,200,128.859374
200.0,200,129.321914
200.0,200,129.786772
200.0,200,130.221914
200.0,200,130.661319
200.0,200,131.12796
200.0,200,131.573119
200.0,200,132.017528
200.0,200,132.448707
200.0,200,132.946231
200.0,200,133.397398
200.0,200,134.490838
200.0,200,134.949701
200.0,200,135.441865
200.0,200,135.911757
200.0,200,136.398224
200.0,200,136.855417
200.0,200,137.325315
200.0,200,137.795533
200.0,200,138.261813
200.0,200,138.716481
200.0,200,139.170426
200.0,200,139.61575
200.0,200,140.102735
200.0,200,140.540152
200.0,200,141.083271
200.0,200,142.239536
200.0,200,142.728127
200.0,200,143.18291
200.0,200,143.634172
200.0,200,144.089795
200.0,200,144.559823
200.0,200,145.030995
200.0,200,145.47777
200.0,200,145.933636
200.0,200,146.378593
200.0,200,146.832448
200.0,200,147.278227
200.0,200,147.769331
200.0,200,148.230803
200.0,200,148.680615
200.0,200,149.147428
200.0,200,150.248096
200.0,200,150.69461
200.0,200,151.153627
200.0,200,151.605317
200.0,200,152.064123
200.0,200,152.510082
200.0,200,152.967293
200.0,200,153.46891
200.0,200,153.934276
200.0,200,154.391166
200.0,200,154.844667
200.0,200,155.295332
200.0,200,155.751191
200.0,200,156.216356
200.0,200,156.663557
200.0,200,157.110872
